CountryName,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,ConfirmedCases,ConfirmedDeaths,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,total_tests,total_tests_per_thousand,tests_per_case,population,population_density,median_age,aged_70_older,gdp_per_capita,extreme_poverty,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
Guam,276000000.0,0.0,0.0,0.0,1347.0,10.0,46.94041666666662,54.76829166666665,41.93670833333339,48.08162499999999,8.125,0.0,0.0,0.0,168783.0,304.128,31.4,5.492999999999999,0.0,0.0,0.0,0.0,80.07
Guatemala,1689500000.0,0.0,155889910.55,0.0,73912.0,2740.0,67.70036734693878,71.74661224489786,56.48146938775507,59.5086938775512,39.8469387755102,0.0,0.0,0.0,17915567.0,157.834,22.9,3.016,7423.808000000001,8.7,76.665,0.6,74.3
Guinea,290000000.0,0.0,0.0,0.0,9371.0,59.0,49.41213114754088,54.0643852459016,41.45852459016397,48.99815573770489,0.0,0.0,0.0,0.0,13132792.0,51.755,19.0,1.733,1998.9260000000002,35.3,17.45,0.3,61.6
Guyana,60000000.0,0.0,4500000000.0,0.0,1234.0,37.0,56.61285714285702,61.351714285714245,49.700122448979464,55.172979591836594,19.591836734693878,0.0,0.0,0.0,786559.0,3.952,26.3,2.8369999999999997,7435.047,0.0,77.15899999999999,1.6,69.91
Haiti,111600000.0,0.0,20000000.0,0.0,8209.0,201.0,43.71787755102042,48.03089795918371,36.55159183673477,39.54159183673464,20.102040816326532,0.0,0.0,0.0,11402533.0,398.44800000000004,24.3,2.9539999999999997,1653.1729999999998,23.5,22.863000000000003,0.7,64.0
Honduras,420000000.0,0.0,420000000.0,0.0,60174.0,1858.0,68.08493877550997,68.46979591836737,60.248000000000275,61.330612244898134,54.285714285714285,0.0,0.0,0.0,9904608.0,82.805,24.9,2.883,4541.795,16.0,84.169,0.7,75.27
Hong Kong,17737249075.6,0.0,1308494000.0,14322225.0,4801.0,88.0,52.567254098360706,63.64483606557377,60.02536885245889,56.92877049180325,77.04918032786885,780410.0,104.096,0.0,7496988.0,7039.714,44.8,10.158,56054.92,0.0,0.0,0.0,84.86
Hungary,30000000000.0,0.0,695315445.0,0.0,5961.0,614.0,44.22432653061227,54.11644897959196,47.62236734693894,46.58567346938776,53.316326530612244,428150.0,44.32,874.462,9660350.0,108.04299999999999,43.4,11.975999999999999,26777.561,0.5,0.0,7.02,76.88
Iceland,1600000000.0,0.0,0.0,0.0,2105.0,10.0,32.79717213114755,36.59963114754101,44.44959016393448,39.90016393442619,69.4672131147541,88829.0,260.305,3479.0,341250.0,3.404,37.3,9.207,46482.958,0.2,0.0,2.91,82.99
India,266470898368.0,10000000.0,1000000000.0,13205680.0,3621245.0,64469.0,60.31069387755093,63.900040816326516,61.623183673469185,62.880857142857096,54.69387755102041,42307914.0,30.658,85.598,1380004385.0,450.41900000000004,28.2,3.4139999999999997,6426.674,21.2,59.55,0.53,69.66
Indonesia,43000000000.0,0.0,28600000.0,338558.0,172053.0,7343.0,50.60259259259258,55.29864197530865,42.18296296296301,47.0073251028806,15.637860082304528,1282618.0,4.689,12.047,273523621.0,145.725,29.3,3.053,11188.743999999999,5.7,64.204,1.04,71.72
Iran,23868898736.0,0.0,0.0,0.0,373570.0,21462.0,40.81296296296282,49.31905349794251,40.35362139917706,40.00218106995893,42.28395061728395,3231110.0,38.469,13.065,83992953.0,49.831,32.4,3.182,19082.62,0.2,0.0,1.5,76.68
Iraq,502933780.0,0.0,50000000.0,0.0,231177.0,6959.0,68.06114285714287,70.78836734693891,57.16685714285729,63.551061224489935,22.040816326530614,1502546.0,37.356,126.427,40222503.0,88.125,20.0,1.9569999999999999,15663.986,2.5,94.57600000000001,1.4,70.6
Ireland,6483000000.0,12428000.0,584993920.0,19633914.0,28760.0,1777.0,48.89077551020391,54.71175510204067,51.723959183673294,48.939020408163195,67.04081632653062,824712.0,167.02,682.446,4937796.0,69.874,38.7,8.677999999999999,67335.293,0.2,0.0,2.96,82.3
Israel,19620000000.0,0.0,2800000000.0,60000000.0,114020.0,919.0,52.51644897959183,59.71126530612262,53.19746938775515,50.66159183673473,67.21311475409836,2285649.0,264.068,444.92699999999996,8655541.0,402.606,30.6,7.359,33132.32,0.5,0.0,2.99,82.97
Italy,452656343806.0,0.0,3564000000.0,5953246.0,268218.0,35477.0,54.70971428571425,61.11812244897967,55.52526530612246,57.7377551020408,43.36734693877551,5117788.0,84.645,145.735,60461828.0,205.859,47.9,16.24,35220.084,2.0,0.0,3.18,83.51
Jamaica,182257000.0,0.0,0.0,0.0,2357.0,21.0,55.42540983606555,58.2173770491803,48.56463114754091,51.844344262295095,30.5327868852459,0.0,0.0,0.0,2961161.0,266.879,31.4,6.39,8193.571,0.0,66.425,1.7,74.47
Japan,990863000000.0,834353051822.0,16801000000.0,300000000.0,67865.0,1279.0,29.485510204081628,40.397346938775485,34.86134693877555,32.31277551020407,48.87755102040816,1770064.0,13.995,184.243,126476458.0,347.778,48.2,18.493,39002.223,0.0,0.0,13.05,84.63
Jordan,705000000.0,0.0,0.0,0.0,1966.0,15.0,48.485142857142726,54.25808163265335,44.58889795918372,48.122244897959135,25.153061224489797,0.0,0.0,0.0,10203140.0,109.285,23.2,2.3609999999999998,8337.49,0.1,0.0,1.4,74.53
Kazakhstan,10000000000.0,0.0,190410629.0,0.0,130673.0,1781.0,56.21587755102044,58.56110204081634,52.7514285714287,57.73342857142847,25.357142857142858,2434444.0,129.65200000000002,199.56900000000002,18776707.0,6.681,30.6,4.625,24055.588,0.1,98.999,6.7,73.6
Kenya,499942167.0,0.0,0.0,0.0,34057.0,574.0,58.923632653061304,62.92681632653079,53.25151020408174,56.829020408163196,33.57142857142857,445722.0,8.289,103.022,53771300.0,87.324,20.0,1.528,2993.028,36.8,24.651,1.4,66.7
Kosovo,1200000000.0,0.0,0.0,0.0,12683.0,488.0,53.71061224489799,58.32991836734702,47.99073469387765,49.29338775510201,40.816326530612244,0.0,0.0,0.0,1932774.0,168.155,0.0,0.0,9795.834,0.6,0.0,0.0,0.0
Kuwait,1618652051.0,40000000.0,1600000000.0,0.0,84636.0,530.0,61.69040816326543,65.97563265306134,55.5440000000001,62.02591836734696,19.897959183673468,611639.0,143.222,7.147,4270563.0,232.128,33.7,1.114,65530.537000000004,0.0,0.0,2.0,75.49
Laos,11000000.0,0.0,5700000.0,0.0,22.0,0.0,33.220163934426246,38.233114754098345,33.724262295081914,34.781188524590206,27.920081967213115,0.0,0.0,0.0,7275556.0,29.715,24.4,2.322,6397.36,22.7,49.839,1.5,67.92
Latvia,2241094221.93,0.0,8041219.0,0.0,1393.0,34.0,38.875224489795905,49.56697959183691,41.821224489795824,41.50208163265318,43.57142857142857,251717.0,133.452,5152.0,1886202.0,31.212,43.9,14.136,25063.846,0.7,0.0,5.57,75.29
Lebanon,0.0,0.0,39000000.0,0.0,16870.0,160.0,51.470285714285666,57.983346938775526,44.16759183673476,49.47061224489795,15.0,0.0,0.0,0.0,6825442.0,594.561,31.1,5.43,13367.565,0.0,0.0,2.9,78.93
Lesotho,66152150.0,0.0,37840000.0,0.0,1066.0,31.0,49.09799999999982,56.38077551020403,41.67599999999993,44.24436734693878,27.551020408163264,0.0,0.0,0.0,2142252.0,73.562,22.2,2.647,2851.153,59.6,2.117,0.0,54.33
Liberia,25000000.0,0.0,0.0,0.0,1304.0,82.0,54.22910204081636,58.72648979591851,41.99277551020394,49.62832653061212,0.0,0.0,0.0,0.0,5057677.0,49.126999999999995,19.2,1.756,752.788,38.6,1.188,0.8,64.1
Libya,0.0,0.0,52998679.0,0.0,13423.0,232.0,64.51653061224474,67.20159183673479,48.93587755102029,57.832938775510094,0.0,0.0,0.0,0.0,6871287.0,3.623,29.0,2.8160000000000003,17881.509,0.0,0.0,3.7,72.91
Lithuania,2476881000.0,92008.0,550832500.0,0.0,2874.0,86.0,37.551469387755134,44.579306122448926,41.84710204081632,40.82869387755089,47.44897959183673,639044.0,234.745,1850.0,2722291.0,45.135,43.5,13.777999999999999,29524.265,0.7,0.0,6.56,75.93
Luxembourg,9658923079.0,220507.0,32928146.0,0.0,7928.0,124.0,34.01975409836065,38.0927868852458,44.1969672131147,39.91795081967218,67.72540983606558,381256.0,609.058,882.966,625976.0,231.447,39.7,9.842,94277.965,0.2,0.0,4.51,82.25
Madagascar,0.0,0.0,3700000.0,0.0,14843.0,191.0,49.64804081632645,51.48379591836733,41.645346938775525,45.69363265306123,19.387755102040817,0.0,0.0,0.0,27691019.0,43.951,19.6,1.686,1416.44,77.6,50.54,0.2,67.04
Malawi,50000000.0,10000000.0,213000000.0,0.0,5536.0,174.0,39.31779591836737,45.725265306122495,42.118122448979626,39.65681632653059,55.66326530612245,0.0,0.0,0.0,19129955.0,197.519,18.1,1.7830000000000001,1095.042,71.4,8.704,1.3,64.26
Malaysia,57800000000.0,0.0,346650000.0,0.0,9334.0,126.0,47.898897959183685,55.37934693877547,52.79004081632659,53.90869387755102,46.63265306122449,1243540.0,38.421,2245.25,32365998.0,96.25399999999999,29.9,3.407,26808.164,0.1,0.0,1.9,76.16
Mali,200000000.0,0.0,10200000.0,0.0,2773.0,126.0,38.34736625514389,43.25288065843615,37.04761316872424,38.09604938271612,31.275720164609055,0.0,0.0,0.0,20250834.0,15.196,16.4,1.486,2014.306,0.0,52.232,0.1,59.31
Mauritania,210000000.0,0.0,80000000.0,0.0,7022.0,159.0,42.8456378600821,45.95818930041167,41.14669421487585,42.694586776859644,32.64462809917355,0.0,0.0,0.0,4649660.0,4.289,20.3,1.7919999999999998,3597.633,6.0,15.95,0.0,64.92
Mauritius,130672834.0,0.0,310000000.0,0.0,346.0,10.0,33.82167346938774,39.27253061224497,37.63697959183668,37.30102040816322,39.48979591836735,0.0,0.0,0.0,1271767.0,622.962,37.4,5.8839999999999995,20292.745,0.5,0.0,3.4,74.99
Mexico,5004000000.0,0.0,7340000000.0,0.0,595841.0,64158.0,49.50995815899575,52.718200836820046,38.72326359832636,45.7638912133892,0.0,1241422.0,9.628,406.0,128932753.0,66.444,29.3,4.321000000000001,17336.468999999997,2.5,87.84700000000001,1.38,75.05
Moldova,452000000.0,550000000.0,0.0,0.0,36700.0,992.0,54.08020408163267,58.404857142856926,48.898775510204054,53.55983673469409,23.26530612244898,0.0,0.0,0.0,4033963.0,123.655,37.6,6.955,5189.972,0.2,86.979,5.8,71.9
Mongolia,1837687080.0,0.0,72066160.0,0.0,301.0,0.0,56.32665306122441,66.72142857142833,51.846653061224565,55.4836326530611,31.836734693877553,0.0,0.0,0.0,3278292.0,1.98,28.6,2.421,11840.846000000001,0.5,71.18,7.0,69.87
Montserrat,0.0,0.0,0.0,0.0,0.0,0.0,40.309100529100625,47.09021164021172,66.42406593406602,67.91840707964613,,0.0,0.0,0.0,4999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
Morocco,12800000000.0,0.0,200000000.0,0.0,61399.0,1111.0,56.39800000000009,60.952244897959005,52.36730612244916,53.44951020408154,46.42857142857143,1890964.0,51.231,275.048,36910558.0,80.08,29.6,4.209,7485.013000000001,1.0,0.0,1.1,76.68
Mozambique,500000000.0,0.0,19500000.0,0.0,3821.0,23.0,43.731673469387815,51.11910204081641,37.1642040816327,43.918367346938695,0.0,0.0,0.0,0.0,31255435.0,37.728,17.7,1.87,1136.103,62.9,12.227,0.7,60.85
Myanmar,69985373.0,0.0,50000000.0,0.0,787.0,6.0,54.29453061224498,55.39681632653076,43.74563265306118,51.53420408163269,0.9183673469387755,156042.0,2.8680000000000003,2636.667,54409794.0,81.721,29.1,3.12,5591.597,6.4,79.28699999999999,0.9,67.13
Namibia,441411500.91,0.0,0.0,0.0,7365.0,72.0,42.27864754098369,46.57229508196724,43.203647540983674,43.08631147540989,43.85245901639344,0.0,0.0,0.0,2540916.0,3.0780000000000003,22.0,2.085,9541.808,13.4,44.6,0.0,63.71
Nepal,0.0,1000000.0,20642.0,0.0,38561.0,221.0,65.2794693877552,69.8322448979593,61.14020833333327,64.62520833333318,41.979166666666664,554388.0,19.027,1267.0,29136808.0,204.43,25.0,3.2119999999999997,2442.804,15.0,47.782,0.3,70.78
Netherlands,14272921000.0,0.0,25701603.0,0.0,70071.0,6215.0,42.50473469387761,50.45538775510198,43.78273469387757,44.11085714285714,41.98979591836735,1464715.0,85.48200000000001,219.895,17134873.0,508.54400000000004,43.2,11.880999999999998,48472.545,0.0,0.0,3.32,82.28
New Zealand,11500000000.0,0.0,297228142.0,23870000.0,1387.0,22.0,39.83440816326535,43.90016326530608,44.38942857142858,43.74824489795919,47.90816326530612,758027.0,157.194,28707.0,4822233.0,18.206,37.9,9.72,36085.843,0.0,0.0,2.61,82.29
Nicaragua,0.0,0.0,0.0,0.0,4494.0,137.0,9.727918367346932,12.995755102040773,8.923811475409819,10.54815573770491,0.0,0.0,0.0,0.0,6624554.0,51.667,27.3,3.5189999999999997,5321.444,3.2,0.0,0.9,74.48
Niger,140000000.0,0.0,13950000.0,0.0,1176.0,69.0,23.967387755102138,28.1008163265305,23.42689795918373,24.627346938775514,16.836734693877553,0.0,0.0,0.0,24206636.0,16.955,15.1,1.3780000000000001,926.0,44.5,8.978,0.3,62.42
Nigeria,3270000000.0,34000000000.0,272869480.0,0.0,53865.0,1013.0,52.19073770491807,58.480491803278596,44.80258196721307,52.61036885245905,1.8442622950819672,402070.0,1.95,13.786,206139587.0,209.588,18.1,1.4469999999999998,5338.454000000001,0.0,41.949,0.0,54.69
Norway,9729500000.0,1438898.7,14115450.0,190372000.0,10543.0,264.0,37.04024590163943,48.32356557377047,41.745245901639315,38.31639344262304,60.60450819672131,664770.0,122.62299999999999,512.75,5421242.0,14.462,39.7,10.812999999999999,64800.057,0.2,0.0,3.6,82.4
Oman,20000000000.0,0.0,26007802.0,0.0,85544.0,677.0,64.55204081632644,68.41751020408168,59.970244897959155,64.38220408163276,35.714285714285715,0.0,0.0,3.6060000000000003,5106622.0,14.98,30.7,1.53,37960.709,0.0,97.4,1.6,77.86
Pakistan,7561436640.0,163749932.5,200000000.0,0.0,295849.0,6294.0,53.82730612244911,58.34375510204097,50.98053061224496,53.03220408163264,39.69387755102041,2621146.0,11.866,56.868,220892331.0,255.57299999999998,23.5,2.78,5034.708,4.0,59.607,0.6,67.27
Palestine,0.0,0.0,0.0,0.0,29063.0,166.0,63.32359183673477,67.08424489795931,52.75502040816351,57.37310204081613,27.346938775510203,0.0,0.0,0.0,5101416.0,778.202,20.4,1.726,4449.898,1.0,0.0,0.0,74.05
Panama,1372000000.0,0.0,400000000.0,0.0,92065.0,1995.0,60.755267489711926,65.45872427983556,53.51329218107002,57.30559670781911,32.66460905349794,323049.0,74.87100000000001,16.265,4314768.0,55.133,29.7,5.03,22267.037,2.2,0.0,2.3,78.51
Papua New Guinea,1652000000.0,0.0,20000000.0,0.0,459.0,5.0,41.20138775510213,48.158897959183584,43.43240816326524,44.61224489795915,36.93877551020408,0.0,0.0,0.0,8947027.0,18.22,22.6,2.142,3823.1940000000004,0.0,0.0,0.0,64.5
Paraguay,2100000000.0,0.0,100000000.0,0.0,17195.0,308.0,61.038319672131195,64.04168032786905,56.6034426229509,58.32569672131158,47.131147540983605,185921.0,26.066999999999997,118.045,7132530.0,17.144000000000002,26.5,3.833,8827.01,1.7,79.602,1.3,74.25
Peru,8792497069.0,0.0,170700000.0,0.0,647166.0,28788.0,62.629265306122484,63.32897959183681,58.90538775510205,60.229224489795975,51.63265306122449,552929.0,16.77,0.0,32971846.0,25.129,29.1,4.455,12236.706,3.5,0.0,1.6,76.74
Philippines,23000000000.0,0.0,61000000.0,400000000.0,217396.0,3520.0,65.46782786885248,69.92389344262297,58.5731557377051,66.79127049180329,13.370901639344263,2403510.0,21.934,44.9,109581085.0,351.87300000000005,25.2,2.661,7599.188,0.0,78.46300000000001,1.0,71.23
Poland,50740292000.0,0.0,336870464.0,507361020.0,66870.0,2033.0,43.69225409836056,53.585737704918,39.626229508196715,42.294795081967116,24.94877049180328,2587559.0,68.37,79.288,37846605.0,124.027,41.8,10.202,27216.445,0.0,0.0,6.62,78.73
Portugal,10121400000.0,0.0,0.0,10819830.0,57768.0,1819.0,53.068606557377144,59.15422131147534,53.49602459016391,54.782254098360596,46.41393442622951,1976482.0,193.835,83.29700000000001,10196707.0,112.37100000000001,46.2,14.924000000000001,27936.896,0.5,0.0,3.39,82.05
Puerto Rico,700000000.0,0.0,340000000.0,0.0,32848.0,434.0,57.62216326530622,62.82702040816322,54.0155918367347,55.2292244897959,47.33606557377049,0.0,0.0,0.0,2860840.0,376.23199999999997,38.2,9.829,35044.67,0.0,0.0,0.0,80.1
Qatar,20600000000.0,424000.0,0.0,0.0,118575.0,197.0,59.150285714285715,66.3292653061226,55.20000000000012,60.094979591836676,28.26530612244898,624609.0,216.798,73.596,2881060.0,227.322,31.9,0.617,116935.6,0.0,0.0,1.2,80.23
Romania,3099171108.48,0.0,24236047.0,808365.6,86785.0,3578.0,45.99518367346956,52.41453061224493,46.11053061224496,44.095959183673365,57.19387755102041,1795633.0,93.339,62.968999999999994,19237682.0,85.12899999999999,43.0,11.69,23313.199,5.7,0.0,6.892,76.05
Russia,1465500000.0,1000000.0,741974138.0,286175609.0,990326.0,17093.0,53.8471428571428,54.30542857142861,54.137795918367516,57.116775510204135,37.755102040816325,36696382.0,251.458,5091.333,145934460.0,8.823,39.6,9.392999999999999,24765.953999999998,0.1,0.0,8.05,72.58
Rwanda,109400000.0,0.0,16453484.0,0.0,4020.0,16.0,54.36683127572014,58.88308641975316,52.32576131687238,58.13489711934144,20.37037037037037,393237.0,30.361,1039.5,12952209.0,494.869,20.3,1.642,1854.211,56.0,4.617,0.0,69.02
San Marino,0.0,0.0,0.0,0.0,710.0,42.0,42.64487704918031,48.937581967213035,46.49540983606549,47.30959016393459,42.00819672131148,0.0,0.0,0.0,33938.0,556.6669999999999,0.0,0.0,56861.47,0.0,0.0,3.8,84.97
Saudi Arabia,18600000000.0,525000000.0,139540000.0,10000000.0,314821.0,3870.0,56.77918367346931,62.74534693877549,56.68142857142865,60.085183673469416,37.95918367346939,5063593.0,145.44799999999998,52.144,34813867.0,15.322000000000001,31.9,1.845,49045.41099999999,0.0,0.0,2.7,75.13
Senegal,1648500000.0,0.0,106163400.0,0.0,13556.0,284.0,40.47677551020403,43.263469387755244,43.681346938775505,44.06330612244894,41.58163265306123,151044.0,9.021,28.0,16743930.0,82.32799999999999,18.7,1.796,2470.58,38.0,20.859,0.0,67.94
Serbia,0.0,0.0,109000000.0,0.0,31365.0,711.0,42.736081632653146,47.37485714285711,42.205061224489896,44.934734693877466,27.193877551020407,925208.0,135.968,122.26899999999999,6804596.0,80.291,41.2,0.0,14048.881000000001,0.0,97.719,5.609,76.0
Seychelles,28000000.0,0.0,0.0,0.0,136.0,0.0,35.879053497942394,40.433127572016424,36.3239917695472,39.917983539094635,16.56378600823045,0.0,0.0,0.0,98340.0,208.354,36.2,5.586,26382.287,1.1,0.0,3.6,73.4
Sierra Leone,7500000.0,0.0,0.0,0.0,2022.0,70.0,38.11102040816317,43.17653061224489,36.897265306122584,40.76689795918362,15.612244897959183,0.0,0.0,0.0,7976985.0,104.7,19.1,1.285,1390.3,52.2,19.275,0.0,54.7
Singapore,33560000000.0,0.0,5600000.0,0.0,56771.0,27.0,50.35545454545463,55.262727272727155,54.95471074380161,55.35144628099178,52.789256198347104,758569.0,129.662,81.641,5850343.0,7915.731,42.4,7.0489999999999995,85535.383,0.0,0.0,2.4,83.62
Slovenia,3325569569.0,0.0,0.0,15300000.0,2865.0,128.0,38.259918032786956,42.107500000000066,42.99811475409816,42.544180327868915,45.49180327868852,157456.0,75.73899999999999,4347.0,2078932.0,102.619,44.5,12.93,31400.84,0.0,0.0,4.5,81.32
Somalia,5000000.0,0.0,0.0,0.0,3310.0,98.0,29.64212244897951,35.749428571428595,22.95946938775505,26.464775510204074,3.673469387755102,0.0,0.0,0.0,15893219.0,23.5,16.8,1.496,0.0,0.0,9.831,0.9,57.4
