,location,date,new_cases_per_million,total_cases_per_million,new_deaths_per_million,total_deaths_per_million
0,Afghanistan,31/12/2019,0.0,0.0,0.0,0.0
1,Afghanistan,01/01/2020,0.0,0.0,0.0,0.0
2,Afghanistan,02/01/2020,0.0,0.0,0.0,0.0
3,Afghanistan,03/01/2020,0.0,0.0,0.0,0.0
4,Afghanistan,04/01/2020,0.0,0.0,0.0,0.0
5,Afghanistan,05/01/2020,0.0,0.0,0.0,0.0
6,Afghanistan,06/01/2020,0.0,0.0,0.0,0.0
7,Afghanistan,07/01/2020,0.0,0.0,0.0,0.0
8,Afghanistan,08/01/2020,0.0,0.0,0.0,0.0
9,Afghanistan,09/01/2020,0.0,0.0,0.0,0.0
10,Afghanistan,10/01/2020,0.0,0.0,0.0,0.0
11,Afghanistan,11/01/2020,0.0,0.0,0.0,0.0
12,Afghanistan,12/01/2020,0.0,0.0,0.0,0.0
13,Afghanistan,13/01/2020,0.0,0.0,0.0,0.0
14,Afghanistan,14/01/2020,0.0,0.0,0.0,0.0
15,Afghanistan,15/01/2020,0.0,0.0,0.0,0.0
16,Afghanistan,16/01/2020,0.0,0.0,0.0,0.0
17,Afghanistan,17/01/2020,0.0,0.0,0.0,0.0
18,Afghanistan,18/01/2020,0.0,0.0,0.0,0.0
19,Afghanistan,19/01/2020,0.0,0.0,0.0,0.0
20,Afghanistan,20/01/2020,0.0,0.0,0.0,0.0
21,Afghanistan,21/01/2020,0.0,0.0,0.0,0.0
22,Afghanistan,22/01/2020,0.0,0.0,0.0,0.0
23,Afghanistan,23/01/2020,0.0,0.0,0.0,0.0
24,Afghanistan,24/01/2020,0.0,0.0,0.0,0.0
25,Afghanistan,25/01/2020,0.0,0.0,0.0,0.0
26,Afghanistan,26/01/2020,0.0,0.0,0.0,0.0
27,Afghanistan,27/01/2020,0.0,0.0,0.0,0.0
28,Afghanistan,28/01/2020,0.0,0.0,0.0,0.0
29,Afghanistan,29/01/2020,0.0,0.0,0.0,0.0
30,Afghanistan,30/01/2020,0.0,0.0,0.0,0.0
31,Afghanistan,31/01/2020,0.0,0.0,0.0,0.0
32,Afghanistan,01/02/2020,0.0,0.0,0.0,0.0
33,Afghanistan,02/02/2020,0.0,0.0,0.0,0.0
34,Afghanistan,03/02/2020,0.0,0.0,0.0,0.0
35,Afghanistan,04/02/2020,0.0,0.0,0.0,0.0
36,Afghanistan,05/02/2020,0.0,0.0,0.0,0.0
37,Afghanistan,06/02/2020,0.0,0.0,0.0,0.0
38,Afghanistan,07/02/2020,0.0,0.0,0.0,0.0
39,Afghanistan,08/02/2020,0.0,0.0,0.0,0.0
40,Afghanistan,09/02/2020,0.0,0.0,0.0,0.0
41,Afghanistan,10/02/2020,0.0,0.0,0.0,0.0
42,Afghanistan,11/02/2020,0.0,0.0,0.0,0.0
43,Afghanistan,12/02/2020,0.0,0.0,0.0,0.0
44,Afghanistan,13/02/2020,0.0,0.0,0.0,0.0
45,Afghanistan,14/02/2020,0.0,0.0,0.0,0.0
46,Afghanistan,15/02/2020,0.0,0.0,0.0,0.0
47,Afghanistan,16/02/2020,0.0,0.0,0.0,0.0
48,Afghanistan,17/02/2020,0.0,0.0,0.0,0.0
49,Afghanistan,18/02/2020,0.0,0.0,0.0,0.0
50,Afghanistan,19/02/2020,0.0,0.0,0.0,0.0
51,Afghanistan,20/02/2020,0.0,0.0,0.0,0.0
52,Afghanistan,21/02/2020,0.0,0.0,0.0,0.0
53,Afghanistan,22/02/2020,0.0,0.0,0.0,0.0
54,Afghanistan,23/02/2020,0.0,0.0,0.0,0.0
55,Afghanistan,24/02/2020,0.0,0.0,0.0,0.0
56,Afghanistan,25/02/2020,0.026000000000000002,0.026000000000000002,0.0,0.0
57,Afghanistan,26/02/2020,0.0,0.026000000000000002,0.0,0.0
58,Afghanistan,27/02/2020,0.0,0.026000000000000002,0.0,0.0
59,Afghanistan,28/02/2020,0.0,0.026000000000000002,0.0,0.0
60,Afghanistan,29/02/2020,0.0,0.026000000000000002,0.0,0.0
61,Afghanistan,01/03/2020,0.0,0.026000000000000002,0.0,0.0
62,Afghanistan,02/03/2020,0.0,0.026000000000000002,0.0,0.0
63,Afghanistan,03/03/2020,,,,
64,Afghanistan,04/03/2020,,,,
65,Afghanistan,05/03/2020,,,,
66,Afghanistan,06/03/2020,,,,
67,Afghanistan,07/03/2020,,,,
68,Afghanistan,08/03/2020,0.077,0.10300000000000001,0.0,0.0
69,Afghanistan,09/03/2020,,,,
70,Afghanistan,10/03/2020,,,,
71,Afghanistan,11/03/2020,0.077,0.18,0.0,0.0
72,Afghanistan,12/03/2020,,,,
73,Afghanistan,13/03/2020,,,,
74,Afghanistan,14/03/2020,,,,
75,Afghanistan,15/03/2020,0.077,0.257,0.0,0.0
76,Afghanistan,16/03/2020,0.154,0.41100000000000003,0.0,0.0
77,Afghanistan,17/03/2020,0.128,0.539,0.0,0.0
78,Afghanistan,18/03/2020,0.026000000000000002,0.565,0.0,0.0
79,Afghanistan,19/03/2020,0.0,0.565,0.0,0.0
80,Afghanistan,20/03/2020,0.0,0.565,0.0,0.0
81,Afghanistan,21/03/2020,0.051,0.617,0.0,0.0
82,Afghanistan,22/03/2020,0.0,0.617,0.0,0.0
83,Afghanistan,23/03/2020,0.257,0.873,0.0,0.0
84,Afghanistan,24/03/2020,0.154,1.028,0.026000000000000002,0.026000000000000002
85,Afghanistan,25/03/2020,0.051,1.079,0.0,0.026000000000000002
86,Afghanistan,26/03/2020,0.848,1.9269999999999998,0.0,0.026000000000000002
87,Afghanistan,27/03/2020,0.0,1.9269999999999998,0.0,0.026000000000000002
88,Afghanistan,28/03/2020,0.41100000000000003,2.338,0.026000000000000002,0.051
89,Afghanistan,29/03/2020,0.385,2.7230000000000003,0.026000000000000002,0.077
90,Afghanistan,30/03/2020,0.20600000000000002,2.928,0.026000000000000002,0.10300000000000001
91,Afghanistan,31/03/2020,0.6940000000000001,3.622,0.0,0.10300000000000001
92,Afghanistan,01/04/2020,0.642,4.263999999999999,0.0,0.10300000000000001
93,Afghanistan,02/04/2020,0.6679999999999999,4.9319999999999995,0.0,0.10300000000000001
94,Afghanistan,03/04/2020,1.105,6.037000000000001,0.0,0.10300000000000001
95,Afghanistan,04/04/2020,0.0,6.037000000000001,0.0,0.10300000000000001
96,Afghanistan,05/04/2020,0.899,6.936,0.026000000000000002,0.128
97,Afghanistan,06/04/2020,0.745,7.681,0.051,0.18
98,Afghanistan,07/04/2020,0.976,8.657,0.0,0.18
99,Afghanistan,08/04/2020,0.7709999999999999,9.427999999999999,0.10300000000000001,0.28300000000000003
100,Afghanistan,09/04/2020,1.439,10.866,0.077,0.36
101,Afghanistan,10/04/2020,1.567,12.433,0.026000000000000002,0.385
102,Afghanistan,11/04/2020,0.95,13.384,0.0,0.385
103,Afghanistan,12/04/2020,0.873,14.257,0.077,0.462
104,Afghanistan,13/04/2020,1.3359999999999999,15.593,0.0,0.462
105,Afghanistan,14/04/2020,1.49,17.083,0.077,0.539
106,Afghanistan,15/04/2020,1.2590000000000001,18.340999999999998,0.051,0.591
107,Afghanistan,16/04/2020,1.798,20.14,0.051,0.642
108,Afghanistan,17/04/2020,0.257,20.396,0.10300000000000001,0.745
109,Afghanistan,18/04/2020,1.31,21.706999999999997,0.026000000000000002,0.7709999999999999
110,Afghanistan,19/04/2020,1.618,23.325,0.0,0.7709999999999999
111,Afghanistan,20/04/2020,2.261,25.585,0.077,0.848
112,Afghanistan,21/04/2020,0.899,26.485,0.051,0.899
113,Afghanistan,22/04/2020,1.567,28.052,0.026000000000000002,0.925
114,Afghanistan,23/04/2020,2.158,30.209,0.10300000000000001,1.028
115,Afghanistan,24/04/2020,2.697,32.907,0.051,1.079
116,Afghanistan,25/04/2020,1.798,34.705,0.026000000000000002,1.105
117,Afghanistan,26/04/2020,2.877,37.582,0.10300000000000001,1.207
118,Afghanistan,27/04/2020,1.7469999999999999,39.329,0.257,1.464
119,Afghanistan,28/04/2020,4.418,43.747,0.0,1.464
120,Afghanistan,29/04/2020,3.185,46.931999999999995,0.077,1.541
121,Afghanistan,30/04/2020,3.134,50.066,0.0,1.541
122,Afghanistan,01/05/2020,5.702999999999999,55.769,0.10300000000000001,1.6440000000000001
123,Afghanistan,02/05/2020,4.213,59.982,0.10300000000000001,1.7469999999999999
124,Afghanistan,03/05/2020,3.4419999999999997,63.424,0.10300000000000001,1.85
125,Afghanistan,04/05/2020,6.037000000000001,69.461,0.33399999999999996,2.1830000000000003
126,Afghanistan,05/05/2020,4.881,74.342,0.128,2.312
127,Afghanistan,06/05/2020,8.477,82.819,0.128,2.44
128,Afghanistan,07/05/2020,4.316,87.134,0.231,2.6719999999999997
129,Afghanistan,08/05/2020,4.393,91.527,0.051,2.7230000000000003
130,Afghanistan,09/05/2020,5.523,97.05,0.077,2.8
131,Afghanistan,10/05/2020,6.55,103.601,0.154,2.9539999999999997
132,Afghanistan,11/05/2020,9.479,113.08,0.128,3.083
133,Afghanistan,12/05/2020,7.321000000000001,120.40100000000001,0.051,3.134
134,Afghanistan,13/05/2020,7.193,127.59299999999999,0.128,3.262
135,Afghanistan,14/05/2020,6.653,134.247,0.077,3.339
136,Afghanistan,15/05/2020,2.903,137.149,0.154,3.4939999999999998
137,Afghanistan,16/05/2020,27.307,164.456,0.8220000000000001,4.316
138,Afghanistan,17/05/2020,0.0,164.456,0.0,4.316
139,Afghanistan,18/05/2020,6.73,171.18599999999998,0.026000000000000002,4.341
140,Afghanistan,19/05/2020,10.481,181.667,0.10300000000000001,4.444
141,Afghanistan,20/05/2020,14.925,196.592,0.128,4.573
142,Afghanistan,21/05/2020,12.639000000000001,209.231,0.231,4.803999999999999
143,Afghanistan,22/05/2020,13.64,222.87099999999998,0.154,4.958
144,Afghanistan,23/05/2020,13.872,236.743,0.308,5.266
145,Afghanistan,24/05/2020,20.088,256.83099999999996,0.28300000000000003,5.5489999999999995
146,Afghanistan,25/05/2020,15.002,271.83299999999997,0.051,5.6
147,Afghanistan,26/05/2020,15.182,287.015,0.026000000000000002,5.626
148,Afghanistan,27/05/2020,16.903,303.91700000000003,0.026000000000000002,5.651
149,Afghanistan,28/05/2020,16.055,319.973,0.18,5.831
150,Afghanistan,29/05/2020,14.899000000000001,334.87199999999996,0.20600000000000002,6.037000000000001
151,Afghanistan,30/05/2020,16.004,350.875,0.28300000000000003,6.319
152,Afghanistan,31/05/2020,22.246,373.121,0.077,6.396
153,Afghanistan,01/06/2020,17.468,390.589,0.20600000000000002,6.602
154,Afghanistan,02/06/2020,14.0,404.59,0.20600000000000002,6.807
155,Afghanistan,03/06/2020,19.497,424.087,0.128,6.936
156,Afghanistan,04/06/2020,19.472,443.559,0.617,7.5520000000000005
157,Afghanistan,05/06/2020,20.217,463.775,0.154,7.706
158,Afghanistan,06/06/2020,23.505,487.28,0.231,7.938
159,Afghanistan,07/06/2020,14.950999999999999,502.23,0.462,8.4
160,Afghanistan,08/06/2020,20.319000000000003,522.55,0.7709999999999999,9.171
161,Afghanistan,09/06/2020,14.770999999999999,537.321,0.308,9.479
162,Afghanistan,10/06/2020,13.923,551.244,0.385,9.863999999999999
163,Afghanistan,11/06/2020,17.570999999999998,568.814,0.539,10.404000000000002
164,Afghanistan,12/06/2020,19.189,588.003,0.539,10.943
165,Afghanistan,13/06/2020,16.851,604.855,0.514,11.457
166,Afghanistan,14/06/2020,14.283,619.138,0.128,11.585
167,Afghanistan,15/06/2020,17.057000000000002,636.195,0.514,12.099
168,Afghanistan,16/06/2020,19.549,655.743,0.18,12.279000000000002
169,Afghanistan,17/06/2020,20.114,675.857,0.33399999999999996,12.613
170,Afghanistan,18/06/2020,14.488,690.345,0.33399999999999996,12.947000000000001
171,Afghanistan,19/06/2020,16.903,707.248,1.079,14.026
172,Afghanistan,20/06/2020,8.888,716.1360000000001,0.051,14.077
173,Afghanistan,21/06/2020,14.026,730.1619999999999,0.539,14.617
174,Afghanistan,22/06/2020,10.505999999999998,740.669,0.308,14.925
175,Afghanistan,23/06/2020,7.962999999999999,748.632,0.43700000000000006,15.362
176,Afghanistan,24/06/2020,8.683,757.315,0.514,15.875
177,Afghanistan,25/06/2020,6.011,763.326,0.539,16.415
178,Afghanistan,26/06/2020,11.817,775.1419999999999,0.925,17.34
179,Afghanistan,27/06/2020,7.09,782.232,0.20600000000000002,17.545
180,Afghanistan,28/06/2020,4.239,786.471,0.514,18.059
181,Afghanistan,29/06/2020,9.017000000000001,795.487,0.462,18.521
182,Afghanistan,30/06/2020,6.962000000000001,802.449,0.308,18.829
183,Afghanistan,01/07/2020,7.167000000000001,809.6160000000001,0.33399999999999996,19.163
184,Afghanistan,02/07/2020,8.195,817.81,0.7190000000000001,19.883
185,Afghanistan,03/07/2020,4.7780000000000005,822.5880000000001,0.848,20.73
186,Afghanistan,04/07/2020,7.757999999999999,830.346,0.308,21.039
187,Afghanistan,05/07/2020,8.94,839.2860000000001,0.18,21.218000000000004
188,Afghanistan,06/07/2020,7.167000000000001,846.453,0.976,22.195
189,Afghanistan,07/07/2020,11.123,857.576,1.439,23.633000000000003
190,Afghanistan,08/07/2020,5.395,862.97,0.41100000000000003,24.044
191,Afghanistan,09/07/2020,1.516,864.4860000000001,0.026000000000000002,24.07
192,Afghanistan,10/07/2020,6.55,871.0360000000001,0.514,24.584
193,Afghanistan,11/07/2020,11.765,882.802,0.95,25.534000000000002
194,Afghanistan,12/07/2020,2.1830000000000003,884.985,0.41100000000000003,25.945
195,Afghanistan,13/07/2020,0.0,884.985,0.0,25.945
196,Afghanistan,14/07/2020,0.10300000000000001,885.0880000000001,0.051,25.996
197,Afghanistan,15/07/2020,7.321000000000001,892.409,0.848,26.844
198,Afghanistan,16/07/2020,6.525,898.934,1.2590000000000001,28.103
199,Afghanistan,17/07/2020,1.952,900.8860000000001,0.539,28.642
200,Afghanistan,18/07/2020,5.626,906.512,0.8220000000000001,29.464000000000002
201,Afghanistan,19/07/2020,0.308,906.82,0.43700000000000006,29.901
202,Afghanistan,20/07/2020,4.47,911.29,0.43700000000000006,30.338
203,Afghanistan,21/07/2020,3.596,914.8860000000001,0.128,30.465999999999998
204,Afghanistan,22/07/2020,2.877,917.763,0.10300000000000001,30.569000000000003
205,Afghanistan,23/07/2020,4.829,922.5930000000001,0.539,31.108
206,Afghanistan,24/07/2020,0.33399999999999996,922.927,0.0,31.108
207,Afghanistan,25/07/2020,2.7739999999999996,925.701,0.899,32.008
208,Afghanistan,26/07/2020,3.108,928.809,0.33399999999999996,32.341
209,Afghanistan,27/07/2020,2.7230000000000003,931.5319999999999,0.257,32.598
210,Afghanistan,28/07/2020,2.697,934.2289999999999,0.026000000000000002,32.624
211,Afghanistan,29/07/2020,2.6460000000000004,936.875,0.026000000000000002,32.65
212,Afghanistan,30/07/2020,0.0,936.875,0.0,32.65
213,Afghanistan,31/07/2020,1.824,938.699,0.0,32.65
214,Afghanistan,01/08/2020,4.316,943.015,0.308,32.958
215,Afghanistan,02/08/2020,0.0,943.015,0.0,32.958
216,Afghanistan,03/08/2020,0.0,943.015,0.026000000000000002,32.984
217,Afghanistan,04/08/2020,0.95,943.965,0.10300000000000001,33.086
218,Afghanistan,05/08/2020,2.106,946.072,0.154,33.241
219,Afghanistan,06/08/2020,1.7209999999999999,947.793,0.10300000000000001,33.343
220,Afghanistan,07/08/2020,1.053,948.846,0.0,33.343
221,Afghanistan,08/08/2020,2.004,950.85,0.231,33.575
222,Afghanistan,09/08/2020,1.002,951.852,0.128,33.703
223,Afghanistan,10/08/2020,0.0,951.852,0.0,33.703
224,Afghanistan,11/08/2020,0.0,951.852,0.0,33.703
225,Afghanistan,12/08/2020,5.523,957.3739999999999,0.8220000000000001,34.525
226,Afghanistan,13/08/2020,1.952,959.327,0.257,34.782
227,Afghanistan,14/08/2020,2.029,961.3560000000001,0.231,35.013000000000005
228,Afghanistan,15/08/2020,0.18,961.5360000000001,0.0,35.013000000000005
229,Afghanistan,16/08/2020,3.083,964.6189999999999,0.18,35.193000000000005
230,Afghanistan,17/08/2020,1.156,965.775,0.128,35.321
231,Afghanistan,18/08/2020,0.077,965.852,0.0,35.321
232,Afghanistan,19/08/2020,0.0,965.852,0.0,35.321
233,Afghanistan,20/08/2020,4.11,969.962,0.20600000000000002,35.527
234,Afghanistan,21/08/2020,2.492,972.453,0.051,35.578
235,Afghanistan,22/08/2020,0.976,973.43,0.0,35.578
236,Afghanistan,23/08/2020,2.697,976.127,0.051,35.63
237,Afghanistan,24/08/2020,0.0,976.127,0.0,35.63
238,Afghanistan,25/08/2020,1.824,977.951,0.257,35.885999999999996
239,Afghanistan,26/08/2020,0.026000000000000002,977.9760000000001,0.0,35.885999999999996
240,Afghanistan,27/08/2020,1.413,979.3889999999999,0.10300000000000001,35.989000000000004
241,Afghanistan,28/08/2020,0.077,979.466,0.0,35.989000000000004
242,Afghanistan,29/08/2020,0.28300000000000003,979.7489999999999,0.026000000000000002,36.015
243,Afghanistan,30/08/2020,0.077,979.826,0.0,36.015
244,Afghanistan,31/08/2020,0.488,980.314,0.0,36.015
245,Afghanistan,01/09/2020,0.873,981.187,0.10300000000000001,36.118
246,Albania,09/03/2020,0.695,0.695,0.0,0.0
247,Albania,10/03/2020,1.39,2.085,0.0,0.0
248,Albania,11/03/2020,1.39,3.475,0.0,0.0
249,Albania,12/03/2020,0.34700000000000003,3.822,0.34700000000000003,0.34700000000000003
250,Albania,13/03/2020,4.17,7.992000000000001,0.0,0.34700000000000003
251,Albania,14/03/2020,3.475,11.467,0.0,0.34700000000000003
252,Albania,15/03/2020,1.7369999999999999,13.205,0.0,0.34700000000000003
253,Albania,16/03/2020,1.39,14.594000000000001,0.0,0.34700000000000003
254,Albania,17/03/2020,3.127,17.722,0.0,0.34700000000000003
255,Albania,18/03/2020,1.39,19.112000000000002,0.0,0.34700000000000003
256,Albania,19/03/2020,1.39,20.502,0.34700000000000003,0.695
257,Albania,20/03/2020,3.822,24.324,0.0,0.695
258,Albania,21/03/2020,0.0,24.324,0.0,0.695
259,Albania,22/03/2020,2.085,26.409000000000002,0.0,0.695
260,Albania,23/03/2020,4.5169999999999995,30.926,0.0,0.695
261,Albania,24/03/2020,3.822,34.749,0.695,1.39
262,Albania,25/03/2020,7.992000000000001,42.74100000000001,0.34700000000000003,1.7369999999999999
263,Albania,26/03/2020,7.992000000000001,50.733000000000004,0.0,1.7369999999999999
264,Albania,27/03/2020,9.73,60.463,0.34700000000000003,2.085
265,Albania,28/03/2020,4.17,64.633,1.042,3.127
266,Albania,29/03/2020,3.822,68.455,0.34700000000000003,3.475
267,Albania,30/03/2020,5.212000000000001,73.667,0.0,3.475
268,Albania,31/03/2020,3.822,77.49,0.695,4.17
269,Albania,01/04/2020,6.95,84.44,1.042,5.212000000000001
270,Albania,02/04/2020,5.56,89.999,0.0,5.212000000000001
271,Albania,03/04/2020,6.255,96.25399999999999,0.34700000000000003,5.56
272,Albania,04/04/2020,9.382,105.63600000000001,0.34700000000000003,5.907
273,Albania,05/04/2020,10.077,115.713,0.695,6.602
274,Albania,06/04/2020,9.73,125.443,0.695,7.297000000000001
275,Albania,07/04/2020,5.56,131.003,0.34700000000000003,7.645
276,Albania,08/04/2020,2.085,133.088,0.0,7.645
277,Albania,09/04/2020,5.907,138.995,0.0,7.645
278,Albania,10/04/2020,3.127,142.122,0.34700000000000003,7.992000000000001
279,Albania,11/04/2020,2.432,144.555,0.0,7.992000000000001
280,Albania,12/04/2020,5.907,150.46200000000002,0.0,7.992000000000001
281,Albania,13/04/2020,4.5169999999999995,154.97899999999998,0.0,7.992000000000001
282,Albania,14/04/2020,7.297000000000001,162.27700000000002,0.0,7.992000000000001
283,Albania,15/04/2020,2.78,165.05700000000002,0.34700000000000003,8.34
284,Albania,16/04/2020,6.602,171.65900000000002,0.34700000000000003,8.687000000000001
285,Albania,17/04/2020,8.34,179.99900000000002,0.34700000000000003,9.035
286,Albania,18/04/2020,7.297000000000001,187.296,0.0,9.035
287,Albania,19/04/2020,3.127,190.423,0.0,9.035
288,Albania,20/04/2020,4.865,195.28799999999998,0.0,9.035
289,Albania,21/04/2020,7.645,202.933,0.0,9.035
290,Albania,22/04/2020,8.687000000000001,211.62,0.0,9.035
291,Albania,23/04/2020,8.687000000000001,220.30700000000002,0.34700000000000003,9.382
292,Albania,24/04/2020,10.077,230.38400000000001,0.0,9.382
293,Albania,25/04/2020,5.212000000000001,235.597,0.0,9.382
294,Albania,26/04/2020,11.815,247.41099999999997,0.0,9.382
295,Albania,27/04/2020,4.865,252.27599999999998,0.34700000000000003,9.73
296,Albania,28/04/2020,3.475,255.75099999999998,0.0,9.73
297,Albania,29/04/2020,4.865,260.616,0.695,10.425
298,Albania,30/04/2020,5.56,266.176,0.34700000000000003,10.772
299,Albania,01/05/2020,2.432,268.608,0.0,10.772
300,Albania,02/05/2020,3.127,271.735,0.0,10.772
301,Albania,03/05/2020,2.432,274.168,0.0,10.772
302,Albania,04/05/2020,2.085,276.253,0.0,10.772
303,Albania,05/05/2020,2.78,279.033,0.0,10.772
304,Albania,06/05/2020,5.907,284.94,0.0,10.772
305,Albania,07/05/2020,4.17,289.11,0.0,10.772
306,Albania,08/05/2020,3.475,292.585,0.0,10.772
307,Albania,09/05/2020,2.78,295.365,0.0,10.772
308,Albania,10/05/2020,2.085,297.449,0.0,10.772
309,Albania,11/05/2020,4.17,301.619,0.0,10.772
310,Albania,12/05/2020,1.39,303.009,0.0,10.772
311,Albania,13/05/2020,1.39,304.399,0.0,10.772
312,Albania,14/05/2020,1.39,305.789,0.0,10.772
313,Albania,15/05/2020,6.255,312.04400000000004,0.0,10.772
314,Albania,16/05/2020,6.255,318.29900000000004,0.0,10.772
315,Albania,17/05/2020,5.907,324.20599999999996,0.0,10.772
316,Albania,18/05/2020,4.5169999999999995,328.723,0.0,10.772
317,Albania,19/05/2020,0.695,329.418,0.0,10.772
318,Albania,20/05/2020,0.34700000000000003,329.76599999999996,0.0,10.772
319,Albania,21/05/2020,5.212000000000001,334.978,0.0,10.772
320,Albania,22/05/2020,1.7369999999999999,336.716,0.0,10.772
321,Albania,23/05/2020,4.17,340.885,0.0,10.772
322,Albania,24/05/2020,2.78,343.665,0.0,10.772
323,Albania,25/05/2020,3.127,346.793,0.34700000000000003,11.12
324,Albania,26/05/2020,2.085,348.87800000000004,0.0,11.12
325,Albania,27/05/2020,8.687000000000001,357.565,0.34700000000000003,11.467
326,Albania,28/05/2020,7.297000000000001,364.86199999999997,0.0,11.467
327,Albania,29/05/2020,9.035,373.897,0.0,11.467
328,Albania,30/05/2020,7.992000000000001,381.889,0.0,11.467
329,Albania,31/05/2020,7.992000000000001,389.881,0.0,11.467
330,Albania,01/06/2020,5.212000000000001,395.093,0.0,11.467
331,Albania,02/06/2020,2.085,397.17800000000005,0.0,11.467
332,Albania,03/06/2020,7.297000000000001,404.476,0.0,11.467
333,Albania,04/06/2020,6.95,411.425,0.0,11.467
334,Albania,05/06/2020,4.5169999999999995,415.94300000000004,0.0,11.467
335,Albania,06/06/2020,5.212000000000001,421.155,0.0,11.467
336,Albania,07/06/2020,6.95,428.105,0.34700000000000003,11.815
337,Albania,08/06/2020,4.865,432.97,0.0,11.815
338,Albania,09/06/2020,5.907,438.87699999999995,0.0,11.815
339,Albania,10/06/2020,12.51,451.38599999999997,0.0,11.815
340,Albania,11/06/2020,14.594000000000001,465.981,0.0,11.815
341,Albania,12/06/2020,15.289000000000001,481.27,0.34700000000000003,12.162
342,Albania,13/06/2020,10.772,492.043,0.34700000000000003,12.51
343,Albania,14/06/2020,16.679000000000002,508.722,0.0,12.51
344,Albania,15/06/2020,19.807000000000002,528.529,0.0,12.51
345,Albania,16/06/2020,23.976999999999997,552.505,0.0,12.51
346,Albania,17/06/2020,28.494,580.999,0.34700000000000003,12.857000000000001
347,Albania,18/06/2020,17.374000000000002,598.374,0.34700000000000003,13.205
348,Albania,19/06/2020,22.934,621.308,0.34700000000000003,13.552
349,Albania,20/06/2020,17.374000000000002,638.682,1.042,14.594000000000001
350,Albania,21/06/2020,18.417,657.0989999999999,0.34700000000000003,14.942
351,Albania,22/06/2020,12.51,669.6089999999999,0.34700000000000003,15.289000000000001
352,Albania,23/06/2020,23.629,693.238,0.0,15.289000000000001
353,Albania,24/06/2020,18.069000000000003,711.307,0.34700000000000003,15.637
354,Albania,25/06/2020,23.281999999999996,734.5889999999999,0.695,16.332
355,Albania,26/06/2020,27.104,761.693,0.695,17.027
356,Albania,27/06/2020,26.756999999999998,788.45,0.695,17.722
357,Albania,28/06/2020,21.197,809.6460000000001,0.695,18.417
358,Albania,29/06/2020,25.019000000000002,834.665,0.695,19.112000000000002
359,Albania,30/06/2020,22.239,856.905,1.042,20.154
360,Albania,01/07/2020,23.976999999999997,880.8810000000001,1.39,21.544
361,Albania,02/07/2020,15.637,896.518,1.042,22.587
362,Albania,03/07/2020,28.494,925.012,1.39,23.976999999999997
363,Albania,04/07/2020,31.274,956.2860000000001,1.042,25.019000000000002
364,Albania,05/07/2020,23.281999999999996,979.568,0.695,25.714000000000002
365,Albania,06/07/2020,25.714000000000002,1005.2819999999999,0.695,26.409000000000002
366,Albania,07/07/2020,24.671999999999997,1029.953,1.042,27.451999999999998
367,Albania,08/07/2020,25.714000000000002,1055.6680000000001,0.695,28.147
368,Albania,09/07/2020,23.629,1079.297,0.695,28.840999999999998
369,Albania,10/07/2020,28.494,1107.7910000000002,0.0,28.840999999999998
370,Albania,11/07/2020,31.274,1139.065,0.695,29.535999999999998
371,Albania,12/07/2020,32.316,1171.381,1.39,30.926
372,Albania,13/07/2020,28.840999999999998,1200.222,1.39,32.316
373,Albania,14/07/2020,40.656,1240.878,0.695,33.010999999999996
374,Albania,15/07/2020,33.359,1274.237,0.695,33.705999999999996
375,Albania,16/07/2020,29.535999999999998,1303.774,1.39,35.096
376,Albania,17/07/2020,34.400999999999996,1338.175,1.042,36.139
377,Albania,18/07/2020,19.112000000000002,1357.287,1.042,37.181
378,Albania,19/07/2020,35.444,1392.731,1.39,38.571
379,Albania,20/07/2020,28.494,1421.225,0.34700000000000003,38.919000000000004
380,Albania,21/07/2020,28.147,1449.371,0.34700000000000003,39.266
381,Albania,22/07/2020,41.351000000000006,1490.7220000000002,1.39,40.656
382,Albania,23/07/2020,23.629,1514.351,1.042,41.699
383,Albania,24/07/2020,37.529,1551.88,1.042,42.74100000000001
384,Albania,25/07/2020,36.139,1588.019,1.7369999999999999,44.478
385,Albania,26/07/2020,23.281999999999996,1611.3,2.085,46.563
386,Albania,27/07/2020,43.783,1655.0839999999998,1.39,47.953
387,Albania,28/07/2020,40.656,1695.74,2.085,50.038000000000004
388,Albania,29/07/2020,40.656,1736.396,1.39,51.428000000000004
389,Albania,30/07/2020,37.529,1773.925,0.695,52.123000000000005
390,Albania,31/07/2020,31.969,1805.8929999999998,1.39,53.513000000000005
391,Albania,01/08/2020,27.451999999999998,1833.345,1.042,54.556000000000004
392,Albania,02/08/2020,41.699,1875.043,1.39,55.946000000000005
393,Albania,03/08/2020,42.74100000000001,1917.7839999999999,1.7369999999999999,57.683
394,Albania,04/08/2020,35.096,1952.881,2.085,59.768
395,Albania,05/08/2020,45.173,1998.0539999999999,1.39,61.158
396,Albania,06/08/2020,48.301,2046.355,2.085,63.243
397,Albania,07/08/2020,44.131,2090.486,2.085,65.328
398,Albania,08/08/2020,46.911,2137.397,0.34700000000000003,65.675
399,Albania,09/08/2020,43.088,2180.485,1.39,67.065
400,Albania,10/08/2020,47.258,2227.743,2.085,69.15
401,Albania,11/08/2020,43.43600000000001,2271.179,0.34700000000000003,69.498
402,Albania,12/08/2020,48.648,2319.828,1.7369999999999999,71.235
403,Albania,13/08/2020,48.996,2368.823,1.042,72.277
