CountryName,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,ConfirmedCases,ConfirmedDeaths,StringencyIndexForDisplay,StringencyLegacyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,total_tests,total_tests_per_thousand,tests_per_case,population,population_density,median_age,aged_70_older,gdp_per_capita,extreme_poverty,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,FemaleLeader,DaysWithoutCase,DaysWithoutTest,DaysWithoutGovResponse
Azerbaijan,588235290.0,5000000.0,0.0,0.0,36309.0,531.0,62.12979591836727,63.26428571428575,57.380979591836656,62.3592653061226,30.0,0.0,0.0,0.0,10139175.0,119.309,32.4,3.871,15847.419,0.0,83.241,4.7,73.0,0,59,57,29
Bahrain,11436170212.0,0.0,468500000.0,0.0,51574.0,189.0,54.483305785124074,60.34462809917342,59.01880165289271,58.45421487603304,62.138429752066116,1100729.0,646.885,140.467,1701583.0,1935.907,32.4,1.3869999999999998,43290.705,0.0,0.0,2.0,77.29,0,54,39,21
Bangladesh,8564857500.0,1500000.0,100320307.0,0.0,310822.0,4248.0,58.88567901234586,63.05148148148146,53.499176954732725,56.771975308641885,35.49382716049383,1514126.0,9.194,135.625,164689383.0,1265.036,27.5,3.262,3523.984000000001,14.8,34.808,0.8,72.59,1,68,60,20
Barbados,1000000000.0,15000.0,0.0,0.0,173.0,7.0,49.297346938775455,54.94763265306142,46.88126530612252,50.897306122448995,24.79591836734694,0.0,0.0,0.0,287371.0,664.4630000000002,39.8,9.473,16978.068,0.0,88.469,5.8,79.19,1,77,25,21
Belarus,0.0,0.0,0.0,0.0,71687.0,676.0,8.731106557377041,12.535286885245908,14.840901639344256,17.540204918032796,0.0,1497421.0,158.469,855.4,9449321.0,46.858,40.3,9.788,17167.967,0.0,0.0,11.0,74.79,0,58,110,73
Belgium,9608192466.0,0.0,1076350000.0,22000000.0,84948.0,9894.0,48.011714285714255,50.53371428571416,50.115387755102226,48.85624489795914,57.04081632653061,2278391.0,196.58900000000003,158.157,11589616.0,375.564,41.8,12.849,42658.576,0.2,0.0,5.64,81.63,1,34,60,27
Belize,12500000.0,0.0,0.0,0.0,994.0,13.0,50.51807377049181,54.49258196721299,45.90893442622949,49.28053278688521,27.356557377049178,0.0,0.0,0.0,397621.0,16.426,25.0,2.279,7824.361999999999,0.0,90.083,1.3,74.62,0,83,84,48
Benin,127683025.0,0.0,12066590.0,0.0,2145.0,40.0,35.93848979591837,41.695469387755004,37.196857142857155,39.91604081632645,22.244897959183675,0.0,0.0,0.0,12123198.0,99.11,18.8,1.942,2064.236,49.6,11.035,0.5,61.77,0,76,67,31
Bermuda,20621000.0,0.0,2800000.0,0.0,169.0,9.0,47.436446280991724,54.53632231404972,49.548719008264406,52.36128099173558,34.09090909090909,0.0,0.0,0.0,62273.0,1308.82,0.0,0.0,50669.315,0.0,0.0,0.0,82.59,0,79,28,21
Bhutan,397281300.0,100000.0,26485420.0,0.0,224.0,0.0,55.43330612244886,62.868734693877386,54.94142857142873,56.27502040816335,47.602040816326536,0.0,0.0,0.0,771612.0,21.188,28.6,2.977,8708.597,1.5,79.807,1.7,71.78,0,65,40,14
Bolivia,215500000.0,0.0,101387930.0,0.0,115968.0,4966.0,64.12766393442611,65.90213114754103,49.81782786885249,54.296106557377186,25.20491803278689,232975.0,19.958,19.6,11673029.0,10.202,25.4,4.393,6885.8290000000015,7.1,25.383000000000006,1.1,71.51,1,71,97,69
Bosnia and Herzegovina,580000000.0,0.0,16459500.0,0.0,19789.0,592.0,50.55828571428577,55.9447346938775,41.94612244897952,46.06693877551015,19.285714285714285,0.0,0.0,0.0,3280815.0,68.49600000000001,42.5,10.711,11713.895,0.2,97.164,3.5,77.4,0,65,55,30
Botswana,176163091.0,0.0,3150000.0,0.0,1633.0,6.0,48.26065573770482,53.59491803278679,43.550122950819734,44.30483606557371,39.39549180327869,0.0,0.0,0.0,2351625.0,4.044,25.8,2.242,15807.374,0.0,0.0,1.8,69.59,0,91,87,0
Brazil,117839000000.0,0.0,1758230000.0,127000000.0,3862311.0,120828.0,53.8794650205763,55.39448559670762,46.033374485596674,48.45563786008236,32.71604938271605,4797948.0,22.572,0.0,212559409.0,25.04,33.5,5.06,14103.452,3.4,0.0,2.2,75.88,0,56,22,22
British Virgin Islands,62500000.0,0.0,0.0,0.0,37.0,1.0,37.98200000000005,44.636052631579076,62.133333333333255,57.484848484848406,,0.0,0.0,0.0,30237.0,207.973,0.0,0.0,0.0,0.0,0.0,0.0,79.07,0,86,0,0
Brunei,314000000.0,0.0,7686929.0,0.0,144.0,3.0,39.17053061224492,46.32297959183671,35.91118367346939,40.974408163265295,8.061224489795919,0.0,0.0,0.0,437483.0,81.347,32.4,2.382,71809.25099999999,0.0,0.0,2.7,75.86,0,69,68,0
Bulgaria,5140000000.0,0.0,201407095.0,0.0,16190.0,613.0,36.76583673469378,43.00820408163261,38.179224489796006,36.95714285714294,44.897959183673464,404683.0,58.24100000000001,100.975,6948445.0,65.18,44.7,13.272,18563.307,1.5,0.0,7.454,75.05,0,67,67,33
Burkina Faso,0.0,0.0,15234800.0,0.0,1368.0,55.0,40.93008333333327,45.35274999999992,36.039125000000034,42.59049999999995,0.0,0.0,0.0,0.0,20903278.0,70.15100000000001,17.6,1.358,1703.102,43.7,11.877,0.4,61.58,0,70,35,35
Burundi,0.0,0.0,0.0,0.0,445.0,1.0,20.136081632653006,27.19163265306131,18.895387755102057,22.33236734693883,0.0,0.0,0.0,0.0,11890781.0,423.062,17.5,1.504,702.225,71.7,6.144,0.8,61.58,0,91,90,31
Cambodia,500000000.0,0.0,0.0,0.0,274.0,0.0,34.18016460905352,40.94687242798354,30.514362139917807,33.202962962963035,15.74074074074074,0.0,0.0,0.0,16718971.0,90.672,25.6,2.385,3645.07,0.0,66.229,0.8,69.82,0,27,75,66
Cameroon,0.0,0.0,1670000.0,0.0,19142.0,411.0,42.67065306122449,51.443142857143,37.63571428571424,42.141428571428726,12.857142857142858,0.0,0.0,0.0,26545864.0,50.885,18.8,1.919,3364.926,23.8,2.735,1.3,59.29,0,66,96,54
Canada,26219236000.0,30000000.0,206400000.0,600000000.0,127940.0,9117.0,48.94799999999986,49.81857142857125,52.17085714285698,52.19538775510203,52.04081632653061,5440371.0,144.14600000000004,148.923,37742157.0,4.037,41.4,10.797,44017.59099999999,0.5,0.0,2.5,82.43,0,25,24,0
Cape Verde,258392.25,0.0,4311831.77,0.0,3852.0,40.0,53.74367346938775,59.1008979591836,53.01477551020388,53.69330612244895,49.28571428571429,0.0,0.0,0.0,555988.0,135.58,25.7,3.437,6222.554,0.0,0.0,2.1,72.98,0,80,75,35
Cayman Islands,0.0,0.0,0.0,0.0,205.0,1.0,49.298894736842136,53.239315789473636,64.13163265306125,75.53747899159642,,0.0,0.0,0.0,65720.0,256.496,0.0,0.0,49903.029,0.0,0.0,0.0,83.92,0,79,0,0
Central African Republic,67199760.0,0.0,0.0,0.0,4700.0,61.0,42.899999999999935,46.15979508196726,36.01094262295082,39.37315573770493,17.520491803278688,0.0,0.0,0.0,4829764.0,7.479,18.3,2.251,661.24,0.0,16.602999999999998,1.0,53.28,0,75,107,73
Chad,24000000.0,0.0,0.0,0.0,1012.0,77.0,46.674467213114674,50.381311475409795,42.3017622950819,44.106393442622974,32.377049180327866,0.0,0.0,0.0,16425859.0,11.833,16.7,1.446,1768.1529999999998,38.4,5.818,0.0,54.24,0,79,78,66
Chile,10250000000.0,12000000000.0,1500000000.0,3435342491.0,409974.0,11244.0,54.558040816326454,54.397306122449045,51.94465306122447,54.3848979591836,38.520408163265316,2400522.0,125.575,15.975,19116209.0,24.282,35.4,6.938,22767.037,1.3,0.0,2.11,80.18,0,63,85,73
China,1192572826071.0,281340028.0,14190000000.0,0.0,89895.0,4722.0,69.63848979591843,67.18057142857161,64.87257142857106,73.40510204081623,17.959183673469386,0.0,0.0,0.0,1439323774.0,147.674,38.7,5.9289999999999985,15308.712,0.7,0.0,4.34,76.91,0,0,0,0
Colombia,17000000000.0,0.0,6152881698.0,0.0,607938.0,19364.0,61.75077551020436,65.92975510204083,59.78008163265329,61.6279183673471,49.59183673469388,2599703.0,51.092,102.2,50882884.0,44.223,32.2,4.312,13254.949,4.5,65.38600000000001,1.71,77.29,0,66,30,20
Congo,6632650000.0,0.0,209931.0,0.0,3979.0,78.0,52.05344262295082,55.50799180327874,47.75995901639345,47.83483606557368,47.3360655737705,0.0,0.0,0.0,5518092.0,15.405,19.0,2.063,4881.406,37.0,47.964,0.0,64.57,0,75,78,62
Costa Rica,503200000.0,0.0,0.0,0.0,39699.0,418.0,52.1540000000001,60.52497959183669,49.51902040816322,52.73179591836739,31.836734693877553,125419.0,24.62,0.0,5094114.0,96.079,33.6,5.694,15524.995,1.3,83.84100000000002,1.13,80.28,0,66,21,21
Cote d'Ivoire,313191000.0,1600000.0,42140700.0,0.0,17948.0,115.0,40.97628571428569,46.48861224489811,39.91697959183671,41.86853061224485,29.18367346938776,125972.0,4.776,21.829,26378275.0,76.399,18.7,1.582,3601.006,28.2,19.351,0.0,57.78,0,71,75,70
Croatia,4214550000.0,0.0,1275773800.0,3292815.0,10123.0,184.0,41.03074074074068,48.20925925925943,49.00748971193432,46.82658436214003,61.008230452674894,168229.0,40.979,2639.0,4105268.0,73.726,44.0,13.053,22669.797,0.7,0.0,5.54,78.49,0,56,33,26
Cuba,0.0,0.0,0.0,0.0,3973.0,94.0,54.965265306122426,59.73787755102021,50.42591836734705,54.00171428571434,30.76530612244898,392785.0,34.678000000000004,1191.647,11326616.0,110.408,43.1,9.719,0.0,0.0,85.198,5.2,78.8,0,71,69,27
Cyprus,1370822320.0,0.0,109760500.0,0.0,1487.0,21.0,48.199346938775385,55.65853061224479,54.179999999999794,50.82240816326523,72.65306122448979,0.0,0.0,0.0,875899.0,127.657,37.3,8.562999999999999,32415.132,0.0,0.0,3.4,80.98,0,69,82,60
Czech Republic,4053313388.41,1012736.86,121599401.65,0.0,24367.0,423.0,39.03897959183682,47.4160408163265,44.46016326530612,42.96106122448988,52.704081632653065,896813.0,83.744,147.475,10708982.0,137.17600000000002,43.3,11.58,32605.906000000006,0.0,0.0,6.63,79.38,0,61,68,23
Democratic Republic of Congo,363270000.0,0.0,47000000.0,0.0,10044.0,257.0,49.277102040816395,53.59955102040811,43.8031428571428,45.73681632653044,33.16326530612245,0.0,0.0,14.376,89561404.0,35.879,17.0,1.745,808.133,77.1,4.472,0.0,60.68,0,70,69,50
Denmark,42066226711.27,94575000.0,94575000.0,0.0,16700.0,624.0,46.49616326530611,57.38763265306117,50.11065306122451,49.21155102040808,55.05102040816327,2417508.0,417.3730000000001,971.406,5792203.0,136.52,42.3,12.325,46682.515,0.2,0.0,2.5,80.9,1,57,70,57
Djibouti,5650000.0,0.0,5000000.0,0.0,5385.0,60.0,43.34178423236529,47.63298755186717,41.448174273858974,47.003651452282284,10.892116182572613,0.0,0.0,0.0,988002.0,41.285,25.4,2.38,2705.406,22.5,0.0,1.4,67.11,0,78,77,77
Dominica,8000000.0,0.0,0.0,0.0,20.0,0.0,39.867942386831295,42.77341563786006,42.48917695473251,44.380534979423764,32.09876543209877,0.0,0.0,0.0,71991.0,98.567,0.0,0.0,9673.367,0.0,0.0,3.8,75.0,0,82,81,81
Dominican Republic,580000000.0,0.0,256881995.41,0.0,94241.0,1681.0,57.814204081632816,62.70571428571437,48.6862448979591,54.588857142857066,16.224489795918366,0.0,0.0,0.0,10847904.0,222.873,27.6,4.419,14600.861,1.6,55.182,1.6,74.08,0,61,81,61
Ecuador,234000000.0,0.0,464000000.0,0.0,113648.0,6555.0,60.13857142857121,63.444367346939,56.94061224489771,58.091836734693906,50.61224489795919,256212.0,14.522,0.0,17643060.0,66.939,28.1,4.458,10581.936000000003,3.6,80.635,1.5,77.01,0,60,90,25
Egypt,6367000000.0,0.0,507000000.0,0.0,98727.0,5399.0,48.68917355371912,58.02946280991744,49.69057851239685,50.96570247933886,42.665289256198356,0.0,0.0,0.0,102334403.0,97.999,25.3,2.891,10550.206,1.3,89.82700000000001,1.6,71.99,0,45,44,44
El Salvador,1000000000.0,0.0,100000000.0,0.0,25729.0,717.0,67.83616326530591,72.0127755102042,60.64971428571435,63.49338775510217,45.0,310444.0,47.862,106.803,6486201.0,307.811,27.6,5.417000000000002,7292.458,2.2,90.65,1.3,73.32,0,78,70,22
Eritrea,484000.0,0.0,0.0,0.0,318.0,0.0,62.0681224489798,64.38375510204095,49.66751020408164,55.82183673469395,15.816326530612244,0.0,0.0,0.0,3546427.0,44.304,19.3,2.171,1510.4589999999996,0.0,0.0,0.7,66.32,0,81,82,70
Estonia,2160000000.0,220000.0,325949.0,0.0,2373.0,64.0,31.07612244897958,34.75265306122445,29.599959183673462,29.397061224489818,30.714285714285715,147901.0,111.494,822.5,1326539.0,31.033,42.7,13.491,29481.252,0.5,0.0,4.69,78.74,1,58,71,71
Ethiopia,1400000000.0,0.0,154000000.0,0.0,51122.0,793.0,52.670530612245074,55.89216326530609,45.01493877551022,49.410081632652904,20.816326530612248,869430.0,7.563,808.182,114963583.0,104.957,19.8,2.063,1729.927,26.7,7.96,0.3,66.6,1,73,44,27
Falkland Islands,0.0,0.0,0.0,0.0,13.0,0.0,31.91536842105261,32.83913043478268,57.323749999999954,55.310087719298345,,0.0,0.0,0.0,3483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44,0,94,0,0
Fiji,400000000.0,0.0,40000000.0,0.0,28.0,2.0,52.05938775510212,57.54334693877558,53.91151020408171,54.82836734693882,48.877551020408156,7979.0,8.901,378.0,896444.0,49.562,28.6,3.284,8702.975,1.4,0.0,2.3,67.44,0,79,70,21
Finland,346000000.0,6011700.0,112986734.87,5543828.0,8077.0,335.0,35.01608163265304,46.06934693877546,36.4647346938776,35.137102040816366,43.775510204081634,639098.0,115.346,4788.0,5540718.0,18.136,42.8,13.264,40585.721,0.0,0.0,3.28,81.91,1,29,56,26
France,709275922528.0,1311754455.0,4409436000.0,544911500.0,277943.0,30606.0,51.074612244898084,53.281387755102244,52.63963265306115,51.43130612244904,59.28571428571429,0.0,0.0,136.981,65273512.0,122.578,42.0,13.079,38605.671,0.0,0.0,5.98,82.66,0,24,55,22
Gabon,415000000.0,0.0,2000000.0,0.0,8505.0,53.0,51.914115226337564,57.039300411522504,53.925925925925895,54.13411522633742,52.77777777777778,0.0,0.0,0.0,2225728.0,7.859,23.1,2.9760000000000004,16562.413,3.4,0.0,6.3,66.47,1,72,71,21
Gambia,21300000.0,0.0,9826500.0,0.0,2963.0,96.0,49.68418032786882,56.70540983606557,41.86344262295085,49.47643442622966,0.0,0.0,0.0,0.0,2416664.0,207.566,17.5,1.4169999999999998,1561.767,10.1,7.876,1.1,62.05,0,77,77,37
Georgia,1090441288.0,0.0,156630000.0,0.0,1487.0,19.0,56.64106557377058,62.39172131147546,51.79778688524607,57.58176229508185,19.979508196721312,0.0,0.0,0.0,3989175.0,65.032,38.7,10.244000000000002,9745.079,4.2,0.0,2.6,73.77,1,57,56,27
Germany,68442949672.71,2023000000.0,62997723800.0,812000000.0,242381.0,9298.0,47.312122448979686,51.22628571428586,48.75118367346944,51.197224489795964,35.30612244897959,11208091.0,133.774,218.93400000000003,83783945.0,237.016,46.6,15.957,45229.245,0.0,0.0,8.0,81.33,1,27,26,21
Ghana,106551726.0,0.0,100000000.0,0.0,44205.0,276.0,41.76659836065575,47.340286885245725,42.259713114754156,46.775409836065684,17.418032786885245,442185.0,14.231,164.035,31072945.0,126.719,21.1,1.948,4227.63,12.0,41.047,0.9,64.07,0,72,76,23
Gibraltar,0.0,0.0,0.0,0.0,285.0,0.0,41.44693121693117,48.71179894179889,61.574811320754854,64.18622047244098,,0.0,0.0,0.0,33691.0,3457.1,0.0,0.0,0.0,0.0,0.0,0.0,79.93,0,79,0,0
Greece,4118246200.0,0.0,2681004.0,3242505.0,10134.0,262.0,45.69320833333335,52.29125000000002,44.40329166666666,45.21304166666666,39.94791666666666,940882.0,90.269,703.306,10423056.0,83.479,45.3,14.524,24574.382,1.5,0.0,4.21,82.24,1,57,98,55
Greenland,23674995.0,0.0,298569.72,0.0,14.0,0.0,34.720612244897964,40.394285714285644,36.87228571428568,38.98257142857143,25.255102040816325,0.0,0.0,0.0,56772.0,0.13699999999999998,0.0,0.0,0.0,0.0,0.0,0.0,71.7,0,79,75,61
Guam,276000000.0,0.0,0.0,0.0,1347.0,10.0,46.940416666666614,54.76829166666665,41.93670833333339,48.08162499999999,8.125,0.0,0.0,0.0,168783.0,304.128,31.4,5.4929999999999986,0.0,0.0,0.0,0.0,80.07,0,78,71,37
Guatemala,1689500000.0,0.0,155889910.55,0.0,73912.0,2740.0,67.70036734693878,71.74661224489786,56.48146938775507,59.5086938775512,39.8469387755102,0.0,0.0,0.0,17915567.0,157.834,22.9,3.016,7423.808000000001,8.7,76.665,0.6,74.3,0,74,72,20
Guinea,290000000.0,0.0,0.0,0.0,9371.0,59.0,49.41213114754088,54.064385245901605,41.45852459016397,48.998155737704884,0.0,0.0,0.0,0.0,13132792.0,51.755,19.0,1.733,1998.926,35.3,17.45,0.3,61.6,0,73,28,26
Guyana,60000000.0,0.0,4500000000.0,0.0,1234.0,37.0,56.612857142857024,61.35171428571425,49.700122448979464,55.172979591836594,19.59183673469388,0.0,0.0,0.0,786559.0,3.952,26.3,2.837,7435.047,0.0,77.15899999999998,1.6,69.91,0,72,51,17
Haiti,111600000.0,0.0,20000000.0,0.0,8209.0,201.0,43.71787755102042,48.03089795918371,36.55159183673477,39.541591836734646,20.10204081632653,0.0,0.0,0.0,11402533.0,398.448,24.3,2.954,1653.1729999999998,23.5,22.863000000000003,0.7,64.0,0,79,78,62
Honduras,420000000.0,0.0,420000000.0,0.0,60174.0,1858.0,68.08493877550997,68.46979591836737,60.248000000000275,61.33061224489813,54.28571428571429,0.0,0.0,0.0,9904608.0,82.805,24.9,2.883,4541.795,16.0,84.169,0.7,75.27,0,71,63,61
Hong Kong,17737249075.6,0.0,1308494000.0,14322225.0,4801.0,88.0,52.56725409836071,63.64483606557378,60.02536885245889,56.92877049180325,77.04918032786884,780410.0,104.096,0.0,7496988.0,7039.714,44.8,10.158,56054.92,0.0,0.0,0.0,84.86,0,22,12,0
Hungary,30000000000.0,0.0,695315445.0,0.0,5961.0,614.0,44.22432653061228,54.11644897959196,47.62236734693894,46.58567346938776,53.31632653061224,428150.0,44.32,874.462,9660350.0,108.043,43.4,11.976,26777.561,0.5,0.0,7.02,76.88,0,64,58,27
Iceland,1600000000.0,0.0,0.0,0.0,2105.0,10.0,32.797172131147555,36.59963114754101,44.44959016393448,39.90016393442619,69.4672131147541,88829.0,260.305,3479.0,341250.0,3.404,37.3,9.207,46482.958,0.2,0.0,2.91,82.99,1,59,68,22
India,266470898368.0,10000000.0,1000000000.0,13205680.0,3621245.0,64469.0,60.310693877550925,63.90004081632652,61.62318367346919,62.8808571428571,54.6938775510204,42307914.0,30.658,85.598,1380004385.0,450.419,28.2,3.414,6426.674,21.2,59.55,0.53,69.66,0,29,24,24
Indonesia,43000000000.0,0.0,28600000.0,338558.0,172053.0,7343.0,50.602592592592586,55.29864197530865,42.18296296296301,47.0073251028806,15.637860082304528,1282618.0,4.689,12.047,273523621.0,145.725,29.3,3.053,11188.744,5.7,64.204,1.04,71.72,0,61,47,2
Iran,23868898736.0,0.0,0.0,0.0,373570.0,21462.0,40.81296296296282,49.319053497942505,40.35362139917706,40.00218106995893,42.283950617283956,3231110.0,38.469,13.065,83992953.0,49.831,32.4,3.182,19082.62,0.2,0.0,1.5,76.68,0,50,137,50
Iraq,502933780.0,0.0,50000000.0,0.0,231177.0,6959.0,68.06114285714287,70.78836734693891,57.16685714285728,63.551061224489935,22.040816326530614,1502546.0,37.356,126.427,40222503.0,88.125,20.0,1.957,15663.986,2.5,94.576,1.4,70.6,0,55,54,49
Ireland,6483000000.0,12428000.0,584993920.0,19633914.0,28760.0,1777.0,48.8907755102039,54.71175510204067,51.723959183673294,48.9390204081632,67.04081632653062,824712.0,167.02,682.446,4937796.0,69.874,38.7,8.677999999999999,67335.293,0.2,0.0,2.96,82.3,0,60,55,34
Israel,19620000000.0,0.0,2800000000.0,60000000.0,114020.0,919.0,52.51644897959183,59.71126530612262,53.19746938775515,50.66159183673472,67.21311475409836,2285649.0,264.068,444.927,8655541.0,402.606,30.6,7.359,33132.32,0.5,0.0,2.99,82.97,0,52,22,22
Italy,452656343806.0,0.0,3564000000.0,5953246.0,268218.0,35477.0,54.709714285714256,61.118122448979676,55.52526530612246,57.73775510204079,43.36734693877551,5117788.0,84.645,145.735,60461828.0,205.859,47.9,16.24,35220.084,2.0,0.0,3.18,83.51,0,30,30,22
Jamaica,182257000.0,0.0,0.0,0.0,2357.0,21.0,55.42540983606555,58.2173770491803,48.5646311475409,51.8443442622951,30.5327868852459,0.0,0.0,0.0,2961161.0,266.879,31.4,6.39,8193.571,0.0,66.425,1.7,74.47,0,71,42,30
Japan,990863000000.0,834353051822.0,16801000000.0,300000000.0,67865.0,1279.0,29.48551020408163,40.39734693877549,34.86134693877555,32.31277551020407,48.877551020408156,1770064.0,13.995,184.243,126476458.0,347.778,48.2,18.493,39002.223,0.0,0.0,13.05,84.63,0,14,14,6
Jordan,705000000.0,0.0,0.0,0.0,1966.0,15.0,48.485142857142726,54.25808163265335,44.58889795918372,48.122244897959135,25.1530612244898,0.0,0.0,0.0,10203140.0,109.285,23.2,2.361,8337.49,0.1,0.0,1.4,74.53,0,62,64,64
Kazakhstan,10000000000.0,0.0,190410629.0,0.0,130673.0,1781.0,56.21587755102044,58.561102040816344,52.7514285714287,57.73342857142847,25.357142857142854,2434444.0,129.65200000000002,199.569,18776707.0,6.681,30.6,4.625,24055.588,0.1,98.999,6.7,73.6,0,74,30,30
Kenya,499942167.0,0.0,0.0,0.0,34057.0,574.0,58.9236326530613,62.92681632653079,53.25151020408175,56.8290204081632,33.57142857142857,445722.0,8.289,103.022,53771300.0,87.324,20.0,1.528,2993.028,36.8,24.651,1.4,66.7,0,73,75,19
Kosovo,1200000000.0,0.0,0.0,0.0,12683.0,488.0,53.710612244897995,58.32991836734702,47.99073469387765,49.293387755102,40.81632653061224,0.0,0.0,0.0,1932774.0,168.155,0.0,0.0,9795.834,0.6,0.0,0.0,0.0,0,73,72,67
Kuwait,1618652051.0,40000000.0,1600000000.0,0.0,84636.0,530.0,61.69040816326543,65.97563265306134,55.5440000000001,62.02591836734696,19.897959183673468,611639.0,143.222,7.147,4270563.0,232.128,33.7,1.114,65530.537,0.0,0.0,2.0,75.49,0,54,23,22
Laos,11000000.0,0.0,5700000.0,0.0,22.0,0.0,33.22016393442625,38.233114754098345,33.724262295081914,34.78118852459021,27.92008196721311,0.0,0.0,0.0,7275556.0,29.715,24.4,2.322,6397.36,22.7,49.839,1.5,67.92,0,84,76,70
Latvia,2241094221.93,0.0,8041219.0,0.0,1393.0,34.0,38.875224489795905,49.56697959183691,41.82122448979583,41.50208163265318,43.57142857142857,251717.0,133.452,5152.0,1886202.0,31.212,43.9,14.136,25063.846,0.7,0.0,5.57,75.29,0,62,28,28
Lebanon,0.0,0.0,39000000.0,0.0,16870.0,160.0,51.470285714285666,57.98334693877553,44.167591836734765,49.47061224489796,15.0,0.0,0.0,0.0,6825442.0,594.561,31.1,5.43,13367.565,0.0,0.0,2.9,78.93,0,52,37,37
